Kirjoitan sen raporttiini, ellet ala selittää.	0
Olette tehnyt kevätsiivouksenkin yhdessä päivässä.	6
Hänet täytyi lähettää mahdollisimman kauas.	5
Liikemies ei lopeta, jos hän pystyy vielä repimään tuohta.	0,1
Olemmeko?	0
Vastatarjousko?	6
Sinä et ole nähnyt minua.	2
Jos et seuraa loistoani, - tuhoan sinut!	0
Kohta varmaan pillahdan itkuun itsesäälistä.	5
On myöhäistä ajatella häntä.	5
Miksi et sitten kunnioita minua?	0,5
Fiksu poika.	3
Hänellä on joskus rajut otteet.	0
Varo.	0,2,6
Se ei ole oikein.	0,1
Koska tiedän, kuinka tunnet syyllisyyttä Nancyn takia.	5
Kysy, missä ovat kauppakirjat ja kaikki, mitä hän on varastanut.	1
Satuttiko hän muita?	2
Hän oli jo kuollut pään vammoihin.	0,5
Selviämme Budapestiin asti, jollet pidä varaasi!	2
Sinä olet nyt ainoa maani.	6
Oletko juonut?	1
Lisää happea!	2
Mitä sinä hänen kanssaan teet?	6
Tule minuun! Tule minuun!	3
Totta kai Morse vastustelee.	0
Miksei nyt saman tien?	5,6
Ovatko he molemmat hulluja?	6
Me olemme vahvoja, kulta.	3
Et edes myonnä, että juot, joten miten voisit syyttää häntä siitä?	0,1
Kertokaa TV-yhtiöllenne, että he voivat odottaa kirjettä lakimiehiltäni.	0
Oma päätöksesi, joka ei hyödytä itseäsi eikä ketään muuta.	0
Lopeta!	0,1,2
Rehellinen mies.	3
Ei noin kohdella kahden miljoonan dollarin arvoista tavaraa.	0,1
En elä itseni kanssa.	1,5
Älä ole lapsellinen.	1
En ole ikinä ollut onnellisempi.	3
Saitte te näytteen mistä tahansa, te lähetitte sen tutkittavaksi - ja neuvottelitte samanaikaisesti salaa herra Molton kanssa.	0,1
Vain sinä jäät jäljelle.	5
En uskalla antaa aitoa kultakolikkoa.	2
Hän ei ole kuningas, vaan kiimainen rakki!	0
Tapaat hänet pian.	3
Se on tappaja!	0,2
Jos sinä pilaat minun elokuvani, minä tapan sinut.	0,1
Auttakaa kuningasta!	2
Sepä hyvä.	3
En tiedä, miksi minulla on aina niin kiire vaikeuksiin.	2
Olen varma, että hän on omaisuuden perässä.	0,1
Päivää, neitokaiset.	3
Tarkoittaa tämä, että Tommy ja neiti Balbricker ovat kihloissa?	6
Voisit olla tahdikas.	0,1
Verkkoon tarttui hassuja kaloja. Kaksi makaroniakin.	3,6
Sain kunniamaininnan.	3
Oliko pelottavaa?	2
Ei kai sinulla ole oikeasti miljardia?	1
Kuumana, kuten haluat sen.	3
Aiotko tappaa hänet vai et? Haluan hänen pallinsa.	0,1
Tämä on todella surullinen päivä.	5
Miten onnellisilta ihmiset näyttävät.	3
Ei. Se on surmanloukku.	1,2
En osaa tanssia.	5
Hyvien kouluttaminen vie aikaa.	0,5
Kiitos paljon, rouva Dainty.	3
Olin pahasti haavoittunut.	2
Olen surullinen...	5
Teitä ei varmaankaan kiinnosta aihe.	2
Olisi parempi ettette tapaisi.	2
Hyvä Luoja, hän on tehnyt loistavaa työtä.	3,6
Michael.	3
Katso tuleeko sieltä mitään.	6
Sillä sinä ja minä, me rakastamme totuutta.	3
Voisit olla kuka tahansa.	3
Koko lentomiehistö on joko kuollut tai pahasti loukkaantunut.	2
Suuri nynnykerroin, Bastian?	1,6
Minä olen jo vanha mies.	5
Hyvin tehty, Wickers.	3,6
Mikset sinä mene leikkimään sankaria omaan maailmaasi, maalainen!	0,1
Miten oikein sekaannuin tuollaiseen pummiin?	1
Olen pahoillani, etten voinut kertoa totuutta teille.	5
On liian myöhäistä tehdä mitään.	2
En ole ikinä nähnyt näin hullua manausta.	6
Poltan kaikki pois.	0,1
Minussa on ainesta.	3,6
Puhu selkokieltä, täti.	0
Sinä olet mustasukkainen.	0,1,5
Mikä täällä kestää niin kauan?	2,6
Se tuottaa tuskaa.	5
En oo nähny sua viikkoon.	6
Katso mitä meillä on täällä.	3
Mitä kyselet?	0
Etkö siis tajua?	6
Haista huilu.	0
Miksi sinä ääliö virnuilet?	1
Haluatko tietää, kuka on oikea rikollinen?	0,1,2
On turvallisinta pysyä liikkeellä.	2
Miksi hän sitten saa jäädä?	6
Vauhtia, älkää pudottako sitä.	0,2
Jos olisin keksinyt sen aiemmin, emme olisi nyt vankeina täällä.	5
Stella on suloinen tyttö.	3
Ei, äiti.	2
Hän käytti golfautoa - koska japanilainen miina vei häneltä jalat.	5
lhmiset tekevät omituisia asioita.	6
Sehän on komisario Japp.	3,6
Minä kiljuin mutta turhaan.	5
He eivät tiedä keisarillisen hovin vaikeuksista.	1,5
Olette vaarassa valeidemme takia.	2
Kulta, mikset sinä ollut pettynyt?	6
Muuten menet takaisin kaduille.	1
Kohtalomme voi riippua näistä tapahtumista.	2
Häivy täältä.	0
Hän pudotti vanhanaikaisen jakoavaimensa.	1
Pidätätkö äitini päihteiden käytöstä?	1,2
Mieti mitä he olisivat tehneet sinulle.	6
Pikemminkin painajaisissa.	5
Minä todellakin rakastan häntä.	3
Kuvittelin olevani paras.	1,5
Miksi näiden papereiden allekirjoittamista tulisi lykätä?	6
Ettekö mene suihkuun?	1
Lapsia on paha kasvattaa vankilassa.	1
Kuten näet Jennings, sairaslistalla olemisessa on tiettyjä etuuksia.	3
Me kuolemme kaikki.	1,2
Meillä on ongelma.	2
En tienaa siitä, että katselen nukkumistanne.	0
Ehkä olemme unohtaneet toivon.	5
Kuulin ampumista, seriffi.	2
Sinun pitäisi...	0
Astumalla pullon päälle, niin että korko katkesi.	0
Älkää neuvoko minulle tehtäviäni.	0
Tyttäreni haluaa puhua kanssani.	6
Tuot miehelle vain murheita.	1
Miksi naisten pitää aina rakastua?	5
Kyllä.	3,5
Suunnitteletko vielä sitä hommaa?	6
Antaisin samalla syyttäjälle puuttuvan motiivin.	0
Höyhennän sen tyypin.	0
Puhu vain, jos minä käsken.	0
Onko se ainoa sana, jonka pystyt ymmärtämään?	1
En tiedä, onko minulla varaa niihin.	5
Auttakaa minua!	2
Jos haluat opettaa jotain jollekin, opeta se pojallesi, Herran tähden!	0
Minä käyn vaalikampanjaa!	3
Se on teidän vikanne.	0
Mutta kun tarvitsen sinua... saatanan harppu!	1
Neiti Roffe, olen löytänyt keinon hidastaa ikääntymisprosessia.	3
Saatanan hintti.	1
Älä nyt, ei se ole tyhmää.	6
Että annat itsellesi anteeksi.	5
Hei, isä!	3
Viitsisitkö rauhoittua?	0,1
Ei kai se häiritse?	2
Mitä oikein on tekeillä, Hawkins?	0,6
Katse tiehen, taitelija.	1
Vaurauden ja aseman etsiminen kuuluu kaltaisillesi kuolevaisille.	1,5
Maan alla olevan täytyy pysyä siellä.	2
Valehtelet!	1
Tämän roskan lisäksi.	1
ja käski tuoda kupposen teetä.	3
Senkin paskaläjä.	1
Kaikki näyttivätkin jotenkin alastomilta.	6
En tiennyt, mitä tein.	2
Turpa kiinni ja tulkaa tänne!	0
Jo oli aikakin!	0
Näpit irti siitä!	0,1
Lääkintäupseerina, vastustan tapaa, jolla miestä kohdellaan.	0
Jos en ole lääkäri, mistä tiedän, että olette kuoleva mies?	0
Hän on täyshullu!	1,2
Kiistän.	0
