Emme odottaneet teitä vielä varttituntiin.	0
Minulla on myös suuri ilo - toivottaa teille menestyksekästä uutta vuotta.	3
Hän ei ole ystäväni.	5,6
Vihaan häntä ihan saatanasti!	0,1
Auringonlaskut olivat ihmeellisiä.	2
Et rakasta edes itseäsi.	3,5
Prostituoidut yrittävät vetää teidät moraalittomuuksien pariin.	0,1,5
Puhun varmasti kaikkien puolesta - sanoessani, että ihailen teitä kovasti.	0,3
Anteeksi, Pyhän hengen kautta.	0
Minua ei kannata suututtaa.	0,2
Se on minunkin suosikkini.	3
Perheitä kuin tunkioita.	1,3
En salli, että viet lapsen vaikkapa sen Bellen luo.	3
Upseerini eivät tee ruumiillista työtä.	0,1
Hän on hermostunut, tiedäksä?	6
Tarkoitan siis ei ole.	0
Chisum on muuttunut aikojen myötä.	3,5
En vain usko poliisin uskoneen minua, kun kerroin sen.	0,1
Näiden kasvojen alla on toiset.	0
Ei ole mitään jäljellä, mikä ruokkisi meitä.	0
Hauskaa.	0,6
En pidä tästä. - Kukaan ei pyytänytkään sinulta sitä.	0,2
Anna hänen olla!	0,6
Missä sitä oikein ollaan oltu?	0,6
Ne eivät ole tyhmiä!	0,1
Inhoaisit sitä.	0,1
En voi pelastaa Jakovia.	0
Emmä tarvi sitä.	0
Kiitos, hyvät herrat.	5
Enpäs.	3
Hei!	3,6
Syntisi on ilman muuta päästetty.	0,2,5
Kun kuset johonkin likaiseen julkiseen pisuaariin, ja viereinen kaveri kysyy Jumalasta tai Kafkasta, tai vertailee vapautta ja vastuuntuntoa.	0,1
Olen kurkkuani myöten täynnä tuota halveksittavaa miestä!	0,1
Minä lopetan.	0,2,5
Ette taida olla ystävällinen?	3,6
Paljon onnellisemman.	0,1
Rakonin kertoi juuri uskomattoman uutisen.	0,2,6
Se on kyllä kauheaa.	5
Sinä!	0,3
Olet aina pitänyt valepuvuista.	0
Koetapa poimia salaatinlehtiä ja tomaatteja helteellä.	0,1,3
Oletko tosissasi?	0,2,6
Aamen, aamen.	1,3
Voi Rusty...	0,1,2
Mitä varten nuo rahat ovat?	6
Olin pahasti haavoittunut.	2,5
Hän on samanlainen luihu paska kuin sinä.	1,3
Mr Lombino!	0,1,6
Jos sinuun sattuu ja tuntuu, että kaadut tämä pieni enkeli kuiskaa korvaasi.	1
Luuletko minua typeräksi?	0,6
Mitä sinä siitä välität?	6
Älä viitsi. Saatte kaksi viikkoa.	5
Olen toki puolueellinen, mutta hän on mielestäni sangen suloinen neiti.	1,3
Kuka siellä?	6
Kun Helenan sairaus paheni, lähetit hänet kroonikkokotiin.	2,5
Olin ihmisolentojen ystävä, kunnes he veivät vaimoni.	3,6
Se oli vahinko, Phyllis.	3,6
Hän sitoi mut ja läpsi niin pahasti, etten voinut kävellä viikkoon.	0
Näyttää mukavaIta.	0,1
Olen parantanut sitä.	0
Lhmettelinkin äkillistä huomiota.	0
Se on työtätekevälle naiselle paljon.	3
Kiitos, että tulitte tänä iltana.	0,1
Virta katkeaa jatkuvasti.	5
Siellä on loistava kokki.	3
Hänhän on kamariherranne.	3
Näytät väsyneeltä, Pieni Suuri Mies.	3
Tappoi ihmisenkin.	0,1
Olen huolissani tulevaisuudesta ja mitä ihmiset ajattelevat.	1
Heille olisi iso pettymys huomata se.	3
Ei saa nauraa.	2,5
Kaipaatko häntä?	0,6
Tuota ei hyväksytä!	0,2
Koirat ovat kivoja.	3
Seurasi hitonmoinen kahakka - ja jengi sai turpiinsa.	5
Kulkekoot metallinpaljastimien läpi.	0
Mikään ei vedä vertoja sikarille.	0,2
Istun tässä, enkä voi uskoa sen tapahtuneen.	0
Sepä hienoa.	0,1
Hal, senkin hölmö!	0,6
Ei raha tee hänestä kunniallista.	1
Miten miellyttävä lapsi.	0,1
Mietin vain sitä, että hän tarvitsi minua enkä ollut paikalla.	0
Olen hyvin äkäinen.	3
Teidän ei tarvitse pelotella meitä.	0
Aamupainosten pitää räjäyttää hänet ulos siitä salista.	0,2,5
Hyvin innoittavaa.	0,3
Minä häivyn.	0,2
Kuvayhteytemme katkesi.	0,2,5
Totta puhuen olemme hiukan hermostuneita tänään.	3
Hyvien kouluttaminen vie aikaa.	3,5
Hän oli oma veljesi!	3,6
Ei se käy.	2,5
Sinä se olet kumma tyyppi.	0,3
En halua tulla ammutuksi.	0,2
Mikä hätänä, sisar?	6
Siksikö vihaat heitä niin paljon?	3,6
Kaviaarin, en ruokatapoja.	1
Kenelle hitossa?	0,6
Varoitan sinua eversti, - jos minä kuolen, muitakin kuolee ennen minua.	0,5
KUNNARI!	0,2,6
Meidän ihmisiä kuolee ja hän leikkii sairaanhoitajaa sille naiselle.	1,5
Ei, Richard tykkää vulgaarisista naisista	0,1
Sitten toivo on mennyttä.	0
Älä sitten sano.	0
Olen yhtä katolinen kuin sinäkin. En vain ole yhtä tiukka.	0,1,5
Se päättyi hyvin huonosti.	5
Mies ei pitänyt minusta.	0,1
Muut kutsuvat teitä Saundersiksi, miksen minä?	0,6
Se on sentään kunniakas kuolema.	5
Se Brennanin paskiainen leikkasi siipeni - ja yrittää tukkia nokkani.	0,1
Olin voittamaton.	3
Tiedän kyllä, ettet ole lelu...	5
Terve, Yeller.	3
Avaa ovi!	0
Ja minusta sinun... Sinun pitäisi harkita, julkaisetko ehdokkuutesi.	0,3
Olit mahtava.	0,3
Se oli ihanaa.	3
Alkaa tuntua pahalta.	3
Helena?	6
Halusit säästää itseäsi, sulkea silmät ja korvat.	0,1,2
Varo raitiovaunua!	0
Tuo on onnenpotku.	0,1
Ei ole tapahtunut mitään itsetuntoani kolhivaa.	1,5
Auryn!	0,6
Kas, raviolia.	1,3
Mikä Charles Lindbergh minä muka olen?	0,6
Pyydän tule sisään.	0,3
Rexer on kuollut.	2,5
Miksi sä pidät näitä kamoja täällä?	0,6
Noudattakaa sanojani.	0
Kukaan ei tiedä, mitä täällä tapahtuu.	0,6
No, hän voi olla yötä setänsä luona.	5
Sitten murhaaja aukaisee oven, josta pääsee Cynthian huoneeseen. Sitten pakenee.	2,5
Täällä viidakossa, - olette kääntäneet tappion voitoksi.	0
Jos teitä ei pelota polttaa itsenne.	0,1,2
Ulkona on vähän viileää, mutta eihän se meitä haittaa.	1
Entä jos hänen korkeutensa kuulisi?	6
Arvoisat lautakunnan jäsenet. Kuten tiedätte, kylmäverisestä murhasta saa hirttotuomion.	0,1
Et saa tulla tänne!	0,2
Et ole tosissasi.	0
Et näytä olevan innoissasi.	0,1
Älä puhu, Leo.	3
Tiedät ettei kahden alkukantaisen apinan lapsi opi puhumaan.	5
Se on käsky.	0,1
Rakas lapsi, tässä maailmassa on paljon hyviä kirjoja ilman kuvia.	3
Lähetä hänet kotiin.	0,2,5
En pidä vessasta, joten käytän toimistoa.	0,2
Te valehtelette, vai kuinka?	0,6
Olen aivan poikki.	0,3
Nunnat vain ehdottivat, että voisit olla onnellisempi muualla kuin orpokodissa.	0,1
Hänellä on sinun silmäsi.	3
Mikä sinua vaivaa? Mitä tapahtui?	6
Ystävällisesti sanottu.	3,6
Miten kananmunat tulivat puheeksi?	0,1,6
Kuinka kauan meidän pitää asua tässä karseassa paikassa?	6
Kunpa saisin sulkea silmäni pariksi tunniksi.	0
Mitä se tarkoitti?	0,6
Jake Wise jätti toimistoon jotakin, joka tekee minusta syyllisen.	0,1
Tiedän tarkkaan, että juot salaa, ja kuinka paljon.	0
Ei. - Mihin hän meni, poika?	6
Hyvää joulua sinullekin.	3
Jos haluat Gablerin pysyvän hengissä, - vakuuta hänelle, että olet terve ja onnellinen.	0,1
En halua, että sinä lähdet.	0,2
Mitä teet täällä?	0,6
Etkö ole konkurssissa?	6
Sun isäs on renttu.	3
Tänne näin. En halua hodaria.	0
Nehän kiihottavat sinua.	0,1,2
Sanoit että et rakasta minua, mutta rakastatkin!	0,3
Älä suututa häntä!	0,2
Onko se Henrietta Considinen kuva?	6
Olen pitänyt sitä taskussani melkein 30 vuotta.	0,1
Tule nyt.	0,3,5
Sinäkö?	6
ei, ei, vihreä!	0,6
Jos hän olisi nuori ja kaunis, antaisin sinulle anteeksi.	0,5
Tämä rakkine piti hakea Jerseystä asti.	0
Mitä kasvoillesi on käynyt?	3,6
Toivottavasti täällä ei ole käärmeitä.	0,1,2
Oliko tuo kuninkaallinen käsky?	0,6
Tommy, pelkään, että jos jatkat entiseen malliin joudut katselemaan, kun paraati menee ohi.	0
Sano heille. että menkööt elämään tilalleen sikojensa ja lampaittensa kanssa. Älköötkä koskaan palatko!	0
Nyt olen päätynyt Albuquerqueen rahattomana.	0,2
Missä pirussa olen?	0,2,6
Hän vain ryyppäsi ja itki kuten sinä.	3
En tiennyt sinun olevan naimisissa.	3,5
Rommel ei ollut Afrikassa taistelun alkaessa.	0,2,5,6
Pysy erossa tästä.	0
Älä myy itseäsi.	3
Loomis on samaa mieltä.	0,1,6
Tuo on vale.	3
Tämä taitaa olla minun syyni.	0,1
Ihmiset ovat hemmetin julmia.	1
Juokse nyt pois, tai potkaisen.	0,2
Miestenhuoneeseen, Grimm.	3,6
Hyvin pahalta kädeltä...	2,5
Painukaa sisään!	0
Ei hän yleensä kirjoita minulle.	0
Tarjoaako joku tästä yli 300 dollaria?	0,1,6
Tosin ne näyttävät paremmalta ylläsi.	0,1
Mitä sinä olet tehnyt!	0
Olet minulle oluen velkaa.	0
Mitä helvettiä täällä tapahtuu, Heinemann?	6
Sinä olet täällä liikaa.	0,3
Sekä se viheliäinen stepperi...	3,6
Joo. Ellet sitten luule, ettei musta ole mihkään.	0
Pelkäänpä että se on, Tess.	3,6
Entä jos puhelu jäljitetään?	0,6
Tietenkin puhun Deltasta, torvi!	0,1
Tästä lähtien kerrot minulle kaiken.	0
Joustakaa nyt vähän.	0
Minä, kaikkivaltias pimeyden ruhtinas - käsken pahuuden voimia kerääntymään ruumiiseeni!	0,1
Hän on kuunnellut puhelintani.	6
Luulin, että olimme ystävät.	3
En usko!	0,3,6
Miksi vastaisin?	0,2,6
Voisit olla suurempi tähti kuin se Madonna.	1,3
Olen tainnut erehtyä suhteesi, Marshall.	0
Milloin se kuoli?	2,5,6
Nyt sain siitä kiinni.	0,2
Jokainen pieni synti ja väärinkäytös, uudelleen ja uudelleen.	0,1,5
Hei, yksi on jäänyt henkiin!	0,2
Sepä hyvä idea.	3
Summerislellä?	3,6
Älä itke.	0,5
Jos en pian saa huonetta, vedän teidät ja hotellinnekin oikeuteen!	0,1
Se on hyvään tarkoitukseen.	3
Nuollaan samalla persettäsi.	3
Olet viattomin kaikista.	0,1
Älä vain puhu siitä täällä.	0
Kertoisitte vaihteeksi totuuden!	0
Se oli typerästi sanottu.	3,6
No mitä me vielä odotamme?	0,6
Kuljetko sinä usein junalla?	0,6
Vein poikani isänsä luo ja käskin hänen matkustaa heti jonnekin kertomatta edes minulle, minne menisi.	5
Minä taas kuulin, että hän oli vakooja sodan aikana.	0,5
Katkaiskaa kaulani ja hakekaa palkkionne.	0,1
23:ssa?	6
Olen niin iloinen.	3
Onnistut aina.	0,2,5
Selkäni se vain vaivaa.	0,1
Sillä välin minä kuolen.	0,3
Joukkueen jokaisen pelaajan mielestä olen paras.	3
Hyvin se on sinua palvellut.	5
Se on mennyttä, eilisen heiniä.	1,3
Sinä et tunne Bernardia.	3
Oletteko hullu? - Ei kai se kuulu asiaan?	0,6
Pystyin jatkamaan taas elämääni.	0,5
Tapoitko?	0,6
Foo-Fookin sanoo heippa!	0,1
Tule vaimokseni, Cynthia.	3
Oli mukava jutella.	1,3
Hänen kasvonsa olivat kirkkaanpunaiset, kieli oli sininen, silmät olivat pullahtaneet.	3
Sitten sinun pitää mennä lääkäriin.	0,2
Me kuolemme kaikki.	2,5
En saanut unta.	0,1
Sinäkö suojelisit minua?	6
Äläkä unohda, että johdan yhä tätä paikkaa.	0
Minä en ole huolestunut itsestäni vaan alaisistani.	0,1,5
Hieno rusetti.	1,3
Käskekää Marigoldin olla hiljaa.	0,1
Mitä olet tehnyt?	0,6
Olen liikuttunut.	0
Sinä et käske mitään, kuoripoika!	0
Älä tee sitä!	0,2
Siitä nauttisin mä kanssasi sun	0,3
Stella oli suurenmoinen tyttö.	3,6
Saamansa pitää!	0
Silti kysyitte juuri häneltä neuvoa.	0
Mitä täällä tapahtuu, Jackson?	6
Minä luovutan!	0,2
Olen huolissani teistä.	0
Mutta en anna periksi näin helposti.	0
Lentonne on aikataulussa, sir.	0,6
En ole koskaan kuullut kemikaalista, mikä saa kuolleen kävelemään.	0
Sinua ei valittu.	6
On kunnia tavata sinut.	3
Olen varma, että hän on omaisuuden perässä.	3
Oli jo aikakin kuunnella meitä.	3
Niinhän sinä olet kertonut, Shooter.	0
chip ei tainnut menestyä.	5
Hänen olisi ainakin pitänyt sanoa.	0,6
Mitä sinä sanoit?	0,6
Ei, Iähdemme tääItä nyt!	0,2
Olet päivän ensimmäinen hyvä asia.	0,3
Minä en missään tapauksessa lähde tuolle tielle.	0
He eivät kaivanneet minua.	0,2,5
Rakastatko yhä minua?	0,6
Olette utelias ja pistätte nokkanne joka paikkaan.	0,1
Sinulla on virkamerkki ja ase, mutta olet silti nilkki!	0,1,3
että pappi olisi syyllinen.	0,1,2
Eikö tuohon larvila lääkäriä?	0,6
Eikö muuta?	2,6
Voi tätä selkäkipua.	0,1
Entä minun työni?	6
Näin, että hänet tapettiin.	2,5
Hienoa, oikeastaan erinomaista.	3
On ilo nähdä sinut.	0
Kuskasivat hänet kiireellä kopteriin.	1,5
Uskomme että on syntiä esitellä vartaloa julkisesti.	0,1
Minulle on se ja sama miten teet, kunhan löydät sen aavikkorotan.	1,6
Sillä on täitä.	0
Miten niin?	6
Se on rillit, pallit, lompakko ja kello.	1,3
Joku sanoi, että hän on tappanut miehen.	2,5
Lopeta paskapuheet.	0
Tai sitten se polttaa hänet.	0,1,2
Kuin pytyllinen paskaa.	0,1
Taikuutta.	0,1
Ja kuolleelta kalalta.	1,5
Esitän jutun pomolleni, syyttäjälle.	0,1
Sankari, joka nujersi seudun kovan kundin.	1,3,6
Kasvoni ja kehoni vanhentuvat.	3,5
Hänet riivattiin.	2,5
Miksi pidät tuollaista meteliä?	0,6
Ei niin kuin tiedemies, vaan kuin... taiteilija.	1,6
Vitun historiaa, senkin puto.	5
tämä on ihan varmasti kohtaloa.	2,5
En osaa oikein käyttää tuota.	0
Tiedätkö, miksi pidän sinusta?	0,2,6
Täällä on kaunista.	3
Hellyyttä.	1
Olemme täällä potkimassa perseitä.	0,1
Silti kukaan ei ole koko päivänä käynyt hänen luonaan.	5
Hurraa! - Sattuu!	0,2,6
Onko se joku 24-tunnin virus?	0,1,2,6
Liikkeelle siitä!	0,6
Hän on hyvin sairas.	2,5
Kun palelimme ja odotimme kuolemaa, katsoit minua sillä silmällä.	0,1
Ehkä näin on parempi.	0,2
Hyvää jouluu.	3
Ihan kuin sinulla olisi ollut muita hyviä tarjouksia!	0
Kuinka voin ikinä kiittää teitä tarpeeksi, Monsieur Poirot.	0
Sano jotain järkevää.	3
Minä jouduin vihan valtaan.	0,2
Mikä hitto on vialla?	0,6
Tämä ei ole minun päiväni.	0,2,5
Mitä hittoa hän höpisee?	0,6
Heidän tietämättömyytensä on antanut sinun onnistua.	0,5
Tee se nopeasti.	0,3
Hei, mihin sinä karkasit?	6
Hän puhuu piirityksestä.	0,1
Etkö tunne, että sinulla on velvollisuus vastata nyt?	0,6
Siten, etten osaa uida.	0,3
Jättäkää minut rauhaan.	0,2
En voi kuvitella itseäni kahdeksasta-neljään työssä.	3
Olen tanssinut hullun lailla. Jalkoja särkee niin riivatusti. Kengät ovat liian pienet.	3
Minulla on jano.	0
Entä se, että maksamme pudottamistamme tavaroista?	0,6
Olen todella pahoillani.	1,3
Vai teettekö juttua?	0,6
Kykyä? Kouluttajien potkimisen ja puremisen lisäksi mihin?	0,6
Se on minun työtäni.	3,5
Olette ahkerin näkemäni nainen.	0,1
Se voi tulehtua.	0,1
Mutta demokratiassa ei ammuta noin vain aseettomia epäiltyjä, vaikka heitä epäiltäisi murhasta, ellei osallisuutta ole todistettu.	0,1,2
Kerrot aina, kun jokin on vinossa, mutta nyt sinä salaat minulta jotain.	0
Syödään pikku piiraita, kunnes kuukahdetaan.	2,5
Et ole tuhlannut aikaasi, Nickie.	3
Siitä sinä vain puhut.	0
Ei, et voi! Älä sano niin.	0,3
Se johtuu hänen silmistään. Hän on homojen tappaja.	1
Et tiedä, koska et halua tietää.	0
Olen Paholainen!	0,3
Olkaa hyvä vain.	3
Sinä näytät huolestuneelta.	0,2,5
Sinähän olet vakaumuksellinen sotamies.	0,1
En tiennyt, että meillä oli suhde.	3,6
Siksi rakastan heitä.	3
En halua kuulla syitänne.	0
Tarkoitus on tuhota perverssit	0,1
Luoja!	0,3,6
Hän rakastaa sinua suuresti.	3
Varo, veli.	3
Ja?	6
Yhdestä rikkeestä ulos.	0
Ne ovat menneet.	2,5
Mutta yritämme estää King Willien voodoo- jengejä valloittamasta koko länsirannikkoa.	0,1
Paholainen!	0,6
Ja minä olisin maksanut 4 000.	3
Mistä tiedät, ellette olleet paikalla?	0,2,6
Viemme hänet maan alle.	0,2
Ei, älä!	0,3,6
Haluan kerrankin pelata voittajan puolella.	0
En aio enää huutaa sitä.	0,2
En halua julkeuksia, OK?	3,6
Se on väärin, se on pyhäinhäväistys!	0,1
Olisi voinut olla.	0
Pikkurötöksiä.	3
Iso yllätys.	2,5
Koska kun puhuit nauhoilla murhista, - oletin niiden olleen vain harhoja.	0,1
Vaikka mitä.	0,1
Pirulauta sentään.	0,2
Pyydän anteeksi, neiti...	0,2
Bastian ei kuullut Lapsellisen Keisarinnan sanoja.	0,6
Saman paperin, - jonka Mary luuli olevan todiste miehensä uskottomuudesta.	6
Voi, Phyllis!	0,2
Sun perhe on outo.	3
Ei, äiti.	3
Silloin hänelle valkeni, että vaimo oli noita.	5
Miksi vaivaudun näyttämään näin hyvältä, - kun täällä ei ole ketään ihailemassa lopputuotetta?	0,6
Käske heidän kiirehtiä.	0,1,2
En pidä aseista.	0,1,2
Minä tähtäsinkin...	2,5,6
Skandaali miehen ja vaimon välillä on kauheaa.	5
Niin pidänkin.	0
Me muutamat- rikkaat, voimakkaat, viisaat- eristäydyimme suojellaksemme tietoa ja sivistyksen rikkauksia, samalla kun maailma syöksyi pimeyteen.	1,5
Sillä ei varmaan saisi leikkiä.	0
Joudun Siperiaan.	0,1
Olinhan tehnyt tytön olon aika epämukavaksi.	0,1,5
Täällä on jotain vialla.	0
Cat tarjoaa kaikille kierroksen.	0
Hänellä on pitkä väkivaltarekisteri.	1
Onko hän kiroillut koskaan?	0,6
Rauhoitutaan ja hoidetaan tämä loppuun.	0
Se oli kamalaa!	0,3,6
Jos voi maksaa, voi voittaa.	0
Menetittekö aluksenne?	0,6
Annan sinulle lahjan.	5,6
Etkö muista?	6
Olen hyvä tyyppi, mutta sinä käyttäydyt typerästi.	3
Minä uskon, että Nancy on Paholaisen riivaama.	0,1
Missä uudet pojat ovat?	3,6
Hän on ihana lapsi.	3
Ilman muuta, sisar.	5
Hän on kiehtova nuori nainen.	1,5
Mistä on kysymys?	0,6
Anteeksi, meillä on liikeasioita.	0
Satuttiko hän muita?	0,6
Sen jälkeen en voi mitään.	0
Onneksi en ole koomikko...	1
Palautan, mestari.	3
Ihmettelen vain valtavaa onneasi.	0,1,2
Katso näitä hymyileviä ihmisiä.	0,1
Mr Skelton haluaa tietää, miksei hän tunne sinua.	0,1,6
Kaipasin sinua!	0,2
Vähän kuin eväsretki.	1
Lopeta, Johnnie.	3
Tämä juttu haiskahtaa.	0,1,5
Harmaapukuiset veivät isäni vankilaan.	2,5
Sitten en valitettavasti voi auttaa.	0
Olemme lomalla.	0,2
Mikä täällä kestää niin kauan?	6
Vastatkaa!	0
Mutta sinun maailmasi ihmiset eivät enää usko meihin.	0,1,5
Lyö häntä!	0,2,6
He hoitelevat minut taatusti ensi yönä.	0
Asiat menevät päin helvettiä, vai mitä?	6
Sehän selittääkin paljon.	6
Älä koskaan jätä minua.	0,2,5
Nyt naisella oli miehensä sormenjäljet.	5,6
Täälläkö?	0,2,6
Emme voi ruokkia Venäjän kansaa aikomuksillanne.	0,1
Olin pienintäkin pienempi, mutta merkitsin silti jotain.	1,3
Onko selvä?	6
Naurettavaa.	3
Kevään muoti pukee häntä erinomaisesti.	3
Täällä on todella kaunista.	3
Tiedän vain, että herään aamuisin ja haluan elää.	3,5
Joutuisin toden teolla vaikeuksiin.	0
Minkä takia varmempi?	0,2,6
Se ei koskaan palaa ennalleen.	0,5
Meillä oli hauskaa.	2,5
Eikä ole, ja sinä saat pyyhkiä sen.	0,2
Hienoa, vai mitä?	3,6
Olimme onnellisia viikon.	3
En oikeastaan mitään.	0
Missä univormusi on?	6
Tule äläkä kysele mitään.	0
He ja lähetit tuovat vähän tyyliä tähän paikkaan.	1
En enää ikinä syö kalaa.	0,2,5
Niin.	0
Olisin voittanut sinut milloin vain.	0
Mistä te puhutte?	0,6
Luulin, että oli sairas.	5
Yritä osua kasvoihini.	5
Yhteys menetettiin.	2,5
Emme ole koskaan olleet ystäviä.	5
Syvin osanottomme.	0
Maahan, törkykasa!	0,1,2
Muttei edes minun maineeni pysty suojelemaan teitä loputtomiin.	0
Pyörrytkö sinä?	6
Toivoin ihmettä, mutta sitä ei tapahtunut.	2,5
Ei sinua varten!	0,2
Vaihdatte maailman rehellisimmän miehen likaiseen lieroon...	1,3
Juhlat torstaina.	2,5
Etkö voi kävellä nopeammin?	0,2,6
Se ei tule kysymykseen, puhutaan sitten avioliitosta tai ei.	0,5
Se on kuin painajaista.	0,1
Uskokaa mitä haluatte.	0,1
Ja vielä...	2,5
Pärjäätkö, jos menen sänkyyn?	0,6
Villit nuo, villit nuo	0,3
Katso, kuka tuli.	0,6
Tehkää tietä.	0,3
Hakkaamme kaikki mössöksi.	0
Minun ehkä täytyy.	0,3
Junan viestilaitteet ovat menneet epäkuntoon.	2,5
Meillä oli ihanaa.	3,5
Saan kuolla rakkaani vierellä.	0,2
Mistä Charles Martin sai osuutensa?	0,6
Haluat vielä. Vielä joskus haluat elää ikuisesti.	0
Komeampi kuin minä. Mutta minä katson tyttöjä silmiin ja pääsen useammin pukille.	0
Minä löysin sen!	0,3,6
Hyvä ajatus.	3
Ehkäpä potku päähän tekee hänelle hyvää.	0
Miehet, meillä on ongelma.	0
Mikään koti ei ole ikuinen.	5
Juot kunnon tavaraa.	0
Ikävää, että menetit ystäväsi.	3
Tuollaisen näkeminenkin tuo huonoa onnea.	5
Antaisin samalla syyttäjälle puuttuvan motiivin.	0,1
Keksitko sinä tuon juuri nyt?	0,6
Ison, koulutetun apinan tavat.	0,3
Hyvältä näyttää.	3
Häntä ei saa päästää tekemään enää yhtään toivetta.	0
Autanko purkamaan laukut? -Ei!	0,2,6
Anna nyt tytölle hengähdystauko.	0
Pilaan vain toisten konjakin, sikarit ja voitonunelmat.	0,1
Hautaa hänet, Hank!	0,2
Höyhennän sen tyypin.	3,6
